n_topics,coherence_cv
5,0.5995725880673592
10,0.6577069340771209
15,0.6742326859611588
20,0.6741241953766113
25,0.6879334056302665
30,0.6937053830776985
35,0.6807547127938205
40,0.6849414409145187
45,0.6887752577159992
50,0.6859056560214978
55,0.6837265067707343
60,0.6814932160251012
65,0.6799909424304875
70,0.6811888097581147
75,0.680533070649613
